Titel,Geschäftsart,ID,Datum,Erstunterzeichner,Partei Erstunterzeichner,Mitunterzeichner,Partei Mitunterzeichner,Geschäftsstatus,Entscheid,_entscheidbereinigt
"Nutzung von Privatwohnungen für verdeckte Ermittlungen gegen den Drogenhandel, Kriterien für diese Ermittlungen und Beurteilung der Verhältnismässigkeit solcher Einsätze gegen Kleindealer sowie Einführung einer statistischen Erhebung",Schriftliche Anfrage,229060d5cc334cddba0fd056e324560a,2019-11-27T00:00:00.000,Christina Schiller,AL,Vera Ziswiler,SP,Abgeschlossen,,
"Organisation der Reinigung in der städtischen Verwaltung, Kriterien und Hintergründe zu Auslagerungen von Reinigungsaufgaben in den einzelnen Dienstabteilungen sowie mögliche Prüfung einer Reintegration der Reinigungsarbeiten",Schriftliche Anfrage,4b09a5448e2649d19f8e6edc54f2ca08,2019-11-27T00:00:00.000,Natascha Wey,SP,Anjushka Früh,SP,Abgeschlossen,,
"Einführung einer subjektorientierten Subvention für punktuelle Entlastungsangebote im Pflege- und Betreuungsbereich für pflegebedürftige Menschen, die noch zu Hause leben",Motion,53b9219b91024e0fa651462b33ed87a8,2019-12-04T00:00:00.000,Marion Schmid,SP,Corina Ursprung,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Prüfung aller Projekte des Tiefbauamts durch eine interne Fachperson Veloverkehr,Postulat,ec89408cdb3840958e6e2dc8f9a9a589,2019-12-04T00:00:00.000,Florian Utz,SP,Matthias Probst,Grüne,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Verkehrsregime für die Erschliessung des Kornhauses Swissmill, Angaben zum freihändigen Verfahren betreffend Signalsteuerung Anschlussgleis Zahnradstrasse und zu den jährlichen Kosten der Investition sowie Möglichkeit einer Bahnwärterstelle für die Bedienung des Tores",Schriftliche Anfrage,90b50ca607104a74874c7bb46778fae3,2019-12-04T00:00:00.000,Urs Helfenstein,SP,,,Abgeschlossen,,
"Renovation der städtischen Wohnsiedlung Bullingerhof, Sanierungsbedarf der Gebäude und Auswirkungen des Bauprojekts auf die Bewohnerinnen und Bewohner, Aussenräume und Grünflächen sowie auf die Bevölkerungsstruktur im nahen Quartier und in den benachbarten Siedlungen",Schriftliche Anfrage,6eb59aebe600483abc95d90a483524d8,2019-12-13T00:00:00.000,Marcel Tobler,SP,Patrick Hadi Huber,SP,Abgeschlossen,,
Anpassung der städtischen Beschaffungsrichtlinien hinsichtlich eines Verzichts von Einwegplastikprodukten,Postulat,5d053e9361b247c081db96c87d225202,2019-12-18T00:00:00.000,Anjushka Früh,SP,Simone Brander,SP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Praktika der Fachstelle für Gleichstellung und der Pflegezentren für den beruflichen Wiedereinstieg, Zahlen zu den vermittelten Praktika, zu den Löhnen und den an-schliessenden Festanstellungen sowie zum Kosten-/Nutzenverhältnis der Angebote",Schriftliche Anfrage,4bc425b944b54c0eb2feb33816ef5cb5,2020-01-08T00:00:00.000,Marcel Bührig,Grüne,Natascha Wey,SP,Abgeschlossen,,
"Arbeitsbedingungen für VBZ-Angestellte im Fahrdienst, Zusammenhang zwischen den absolvierten Schichten und der Unfallhäufigkeit und Hintergründe zur krankheitsbedingten Ausfallquote, zum Personalmangel, zum Sicherheitsempfinden des Personals, den Schichtplänen und den Personalbeurteilungen",Schriftliche Anfrage,027765cf9cf24e2197db4680187571d8,2020-01-08T00:00:00.000,Simone Brander,SP,Heidi Egger,SP,Abgeschlossen,,
"Sihlwasserüberfall bei der Sportanlage Sihlhölzli, Möglichkeiten für ökologische Aufwertungs- und Revitalisierungsmassnahmen sowie Machbarkeit und Konzessionsverfahren für die Realisierung einer Stromturbine",Schriftliche Anfrage,860b92fc9f4642b49ac22ae19fa390be,2020-01-08T00:00:00.000,Mathias Egloff,SP,Simone Brander,SP,Abgeschlossen,Rückzug,Rückzug
"Jährliche, unangemeldete Kontrollen aller Kindertagesstätten",Postulat,7c4b168f2f7b4b3ca9be3d2bf8f65f49,2020-01-15T00:00:00.000,Anjushka Früh,SP,Katharina Prelicz-Huber,Grüne,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Regelung einer Stellvertretung ab dem ersten Tag in der Betreuung an den städtischen Volksschulen,Postulat,ab94b3afb2544a828d3b80837a8f1cc1,2020-01-15T00:00:00.000,Balz Bürgisser,Grüne,Maya Kägi Götz,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Sihlwasserüberfall bei der Sportanlage Sihlhölzli, Möglichkeiten für ökologische Aufwertungs- und Revitalisierungsmassnahmen sowie Machbarkeit und Konzessionsverfahren für die Realisierung einer Stromturbine",Schriftliche Anfrage,7d51961993304639b49dd36c5e985092,2020-01-15T00:00:00.000,Mathias Egloff,SP,Simone Brander,SP,Abgeschlossen,,
"Missstände und mögliche Gesetzesverstösse in den Kindertagesstätten von globegarden, bisherige Aufsichtsbesuche der Krippenaufsicht und Meldungen von Eltern und Mitarbeitenden betreffend Missstände in den Betreuungseinrichtungen der Stadt sowie Massnahmen zur Gewährleistung einer guten Betreuungsqualität",Schriftliche Anfrage,3e961926cfc1435ca37b1ca4cd9203f7,2020-01-15T00:00:00.000,Anjushka Früh,SP,Natascha Wey,SP,Abgeschlossen,,
"Überlastung der Tramlinien in der Limmatstrasse, bauliche Infrastruktur und betriebliche Voraussetzungen für den Einsatz grösserer Tramzüge oder ein erweitertes Tramangebot sowie mögliche Massnahmen zur Lenkung der Reisenden auf andere Umsteigebeziehungen",Schriftliche Anfrage,1712a12f9f7d4d72a48f5c0cc2c1ad88,2020-01-15T00:00:00.000,Hans Jörg Käppeli,SP,,,Abgeschlossen,,
Erhalt des Grünraums an der Verzweigung Altstetterstrasse-Hohlstrasse als für den Fussverkehr durchgängiger Kleinpark,Postulat,6b4e1ae90da04ced8fa7244ee2edfb52,2020-01-15T00:00:00.000,Res Marti,Grüne,Pascal Lamprecht,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Ablösung der Verkehrsregelungsanlagen, geplanter Zeitraum der Ersetzungen und Eckpunkte des Beschaffungs- und Umsetzungsprojekts sowie Vernetzung der Lichtsignalanlagen mit der übergeordneten Verkehrssteuerung und Nutzen der sich daraus ergebenden Daten",Schriftliche Anfrage,36b12034374f44bba7a2728dae3124d9,2020-01-15T00:00:00.000,Marcel Müller,FDP,Pascal Lamprecht,SP,Abgeschlossen,,
Beitritt zum Netzwerk «C40 Cities» für einen aktiven Wissenstransfer und Kooperation mit anderen Städten für Klimaschutzmassnahmen,Postulat,b08e28d353e14e0aa1b5c0571e62b748,2020-01-22T00:00:00.000,Nadia Huberson,SP,Jean-Daniel Strub,SP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Bedarfsgerechte Erneuerung und Modernisierung der Freestylehalle im Quartier Grünau,Motion,87ed0567b90e409baf2950f8a850df88,2020-01-29T00:00:00.000,Pascal Lamprecht,SP,Marcel Bührig,Grüne,Abgeschlossen,Umwandlung in Postulat,Überweisung
Erstellung des zusätzlichen Eisfelds beim Sportzentrum Heuried,Postulat,98a94d58ce2242f8936b79cd5a14c87a,2020-02-05T00:00:00.000,Barbara Wiesmann,SP,Raphaël Tschanz,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Permanente Würdigung von Jakob «Köbi» Kuhn,Postulat,40649bedbbf146d3905d567b638c4208,2020-02-05T00:00:00.000,Stefan Urech,SVP,Urs Helfenstein,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Einsicht in die eigenen Personendaten mit persönlichem Login bei digitalisierten Personaldossiers,Motion,a563a97337e445529f45f22f17f7fa7f,2020-02-26T00:00:00.000,Matthias Renggli,SP,Duri Beer,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Benutzerfreundliche und behindertengerechte Gestaltung der Trolleybushaltestellen «Escher-Wyss-Platz» und «Schiffbau» in beiden Fahrrichtungen und der Haltestelle «Rosengarten» in Fahrrichtung Hardbrücke,Postulat,261fc0dbbe9e48cda51ad524f9dcc898,2020-02-26T00:00:00.000,Hans Jörg Käppeli,SP,Olivia Romanelli,AL,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Überdachung der Ausfahrt des Ulmberg-Strassentunnels Richtung Enge beim nächsten Unterhaltszyklus,Postulat,6e99d1c7200a49af858ae926c1a63f18,2020-02-26T00:00:00.000,Urs Helfenstein,SP,Martin Bürki,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Unbeschränkte Kompensierung eines positiven Arbeitszeitsaldos des städtischen Personals,Postulat,cee86a5d3c7b450c97a91dfa4c8ae89b,2020-02-26T00:00:00.000,Anjushka Früh,SP,Vera Ziswiler,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Stand der Umsetzung des Behindertengleichstellungsgesetzes bei den Bushaltestellen und weiteres Vorgehen und Ziele für eine Erhöhung des Anteils der behindertengerechten Ein- und Aussteigevorgänge bis 2023,Schriftliche Anfrage,8d98a8afc3d44cefb6b950604e1ea81e,2020-02-26T00:00:00.000,Simone Brander,SP,Hans Jörg Käppeli,SP,Abgeschlossen,,
"Frauen in prekären Lebenssituationen, statistische Daten zu den obdachlosen Frauen in der Stadt und Auflistung der entsprechenden Hilfsangebote sowie Erhebung der spezifischen Bedürfnisse und Beurteilung der möglichen Hindernisse für die Nichtinanspruchnahme der Angebote",Schriftliche Anfrage,e1c6d9536530426b8fc42c6d51a7bf09,2020-02-26T00:00:00.000,Barbara Wiesmann,SP,Vera Ziswiler,SP,Abgeschlossen,,
"Einsatz von Drohnen bei Schutz und Rettung sowie der Stadtpolizei, Pläne, Kriterien und Rechtsgrundlagen für den Einsatz von Drohnen und technische Daten und Möglichkeiten dieser Einsatzmittel sowie Umgang mit den gesammelten Daten",Schriftliche Anfrage,29d0db9bffd244c0ba5a9fdc7ff9a0bf,2020-02-26T00:00:00.000,Anjushka Früh,SP,Natascha Wey,SP,Abgeschlossen,,
Erstellung einer Fuss- und Velounterführung zwischen dem Quartierpark Thurgauerstrasse und dem Stierliareal,Motion,735369af55fa450cbcbcae5ff667221f,2020-03-04T00:00:00.000,Heidi Egger,SP,Florian Blättler,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Bahnhof Hardbrücke, Umgestaltung zu einem vollwertigen und attraktiven Bahnhof",Motion,3db8dc22337d49b18a7ce2bbf32e6a01,2020-03-04T00:00:00.000,Urs Helfenstein,SP,Ernst Danner,EVP,Abgeschlossen,Umwandlung in Postulat,Überweisung
"Vorbereitungskurse der Volksschulen für die Aufnahmeprüfung ans Gymnasium, städtische Vorgaben, Teilnahmebedingungen und Konzepte für diese Kurse sowie Vorgehen betreffend Qualitätssicherung und Evaluationen",Schriftliche Anfrage,5037544bd8c04834abf4baf34acf0a43,2020-03-04T00:00:00.000,Balz Bürgisser,Grüne,Urs Helfenstein,SP,Abgeschlossen,,
Verbesserung der Versorgung von Menschen mit Demenz,Motion,0c1d2530b535429f90f535fef3581da7,2020-03-04T00:00:00.000,Marion Schmid,SP,David Garcia Nuñez,AL,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Öffnung von Brandschutzkursen für das Personal von Kindertagesstätten und andere interessierte Personenkreise,Postulat,7f1f05fd5804428fbcf51e8e18b0419d,2020-04-14T00:00:00.000,Roger Föhn,EVP,Matthias Renggli,SP,Abgeschlossen,Rückzug,Rückzug
Sichere Gestaltung der Überquerung der Limmatstrasse für Fussgängerinnen und Fussgänger im Rahmen der Planung der neuen Busstation,Postulat,06768921d0524b598ef68d8b5c9e60ac,2020-05-06T00:00:00.000,Urs Helfenstein,SP,Shaibal Roy,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Kundgebung vom 1. Mai 2020 am Bellevue, Beurteilung des Vorgehens der Stadtpolizei, der Vorgaben der Einsatzleitung, der Verhältnismässigkeit betreffend Ansteckungsgefahr und der Kommunikation des Mediensprechers",Schriftliche Anfrage,32d3223a1725468180811b7b37ad84ff,2020-05-06T00:00:00.000,Christina Schiller,AL,Sarah Breitenstein,SP,Abgeschlossen,,
"Weisung der Oberstaatsanwaltschaft des Kantons Zürich zur Verzeigung von Teilnehmenden einer Kundgebung wegen Widerhandlung gegen das Veranstaltungsverbot, Beurteilung der Rechtmässigkeit und Verhältnismässigkeit dieser Weisung",Schriftliche Anfrage,4514c39f10224d469db142b97c138726,2020-05-06T00:00:00.000,Sarah Breitenstein,SP,Luca Maggi,Grüne,Abgeschlossen,,
Bericht betreffend Auswertung der 2019 auf der Wehntalerstrasse realisierten Busspuren auf Teilabschnitten,Postulat,8fa8948b45294529bc2f27e5dc8c45ed,2020-05-06T00:00:00.000,Anjushka Früh,SP,Michel Urben,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Konzept für die Gestaltung und Nutzung der Flächen unterhalb grosser Brücken,Postulat,072804b384a74ee0b9cb35e12daaacda,2020-05-13T00:00:00.000,Zilla Roose,SP,Urs Helfenstein,SP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Verkehrslenkung zwischen Aubrugg und der Sihlhochstrasse, Angaben zu den Verkehrszahlen des Transitverkehrs im Vergleich mit der Gesamtfrequenz und Möglichkeiten zur Steuerung des Transitverkehrs auch in Zusammenarbeit mit den AnbieterInnen von Navigationssoftware",Schriftliche Anfrage,516e3892a10849d88d049077bf9db4c0,2020-05-13T00:00:00.000,Barbara Wiesmann,SP,,,Abgeschlossen,,
"Erlass der Kosten für die Gebühren und städtischen Dienstleistungen für Veranstaltungen, die aufgrund der Corona-Situation abgesagt oder verschoben wurden",Postulat,55f18290c8f7475183fca028061791c5,2020-05-13T00:00:00.000,Dominique Zygmont,FDP,Pascal Lamprecht,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Wegweiser für Fussgängerinnen und Fussgänger mit Distanz- und Zeitangaben zu relevanten Zielen innerhalb der Stadt,Postulat,8ff84d41ec204b0faf3f8061c557fe52,2020-06-03T00:00:00.000,Urs Helfenstein,SP,Stefan Urech,SVP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Aufwertung des bestehenden Angebots des Zürcher Stadtumgangs mittels Begegnungsorten durch Kunst im öffentlichen Raum und einer angemessenen Beschilderung,Postulat,a51754f221d146ffb7de5ee8a51092e7,2020-06-03T00:00:00.000,Urs Helfenstein,SP,Marion Schmid,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Unterstützung der Kulturschaffenden, Kulturinstitutionen und Kulturorganisationen, die unter den Pandemiefolgen leiden",Postulat,771d278cafde4597af32be45e9a2618a,2020-06-03T00:00:00.000,Nicole Giger,SP,Maya Kägi Götz,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Ansteckungsraten und Todesfälle in den städtischen Alters- und Pflegezentren im Zusammenhang mit dem Corona-Virus, Ausmass und Gründe für die unterschiedlichen Ansteckungsraten unter den Bewohnerinnen und Bewohnern und den Mitarbeitenden sowie möglicher Zusammenhang mit dem Mangel an qualifiziertem Personal",Schriftliche Anfrage,77581346a0f94680bb5b62d665d9f23f,2020-06-03T00:00:00.000,Natascha Wey,SP,Pawel Silberring,SP,Abgeschlossen,,
Machbarkeitsstudie für eine deutliche schulische Kapazitätserhöhung für die Schulanlage Lachenzelg in Höngg,Postulat,5969a2933b4b4ee1893981c3d1b352eb,2020-06-10T00:00:00.000,Mathias Egloff,SP,Simone Brander,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Berichterstattung im Rahmen der Mitgliedschaft bei der Europäischen Städtekoalition gegen Rassismus (ECCAR), Kadenz der Berichterstattung und beteiligte Organisationen sowie Umsetzung des Aktionsplans des ECCAR und allfälliger weiterer Handlungsbedarf",Schriftliche Anfrage,c99166cb90274d83b3c1a4a13e621579,2020-06-10T00:00:00.000,Nadia Huberson,SP,,,Abgeschlossen,,
"Veränderung des Mobilitätsverhaltens als Folge der COVID-19 Pandemie, Beurteilung dieser Veränderung und Strategie zur Aufrechterhaltung dieser klima- und umweltverträglichen Entwicklung sowie Massnahmen gegen eine Überlastung der Strassen bei einer Zunahme des MIV und für mehr Sicherheit und Komfort der Fussgängerinnen und Fussgänger und Velofahrenden",Schriftliche Anfrage,8c9145d86e7146119e5a93eadaf13b19,2020-06-17T00:00:00.000,Urs Riklin,Grüne,Simone Brander,SP,Abgeschlossen,,
"Verpflegungsangebot in den städtischen Alters- und Pflegezentren und den Stadtspitälern, Beurteilung des Angebots in Bezug auf Nachhaltigkeit, pflanzlicher und biologisch produzierter Lebensmittel und hinsichtlich einer Option auf ein ausschliesslich vegetarisches und veganes Angebot sowie Förderung einer regionalen und saisonalen Produktion von Lebensmitteln im Rahmen der städtischen 
Ernährungsstrategie",Schriftliche Anfrage,b2d6a51300e44d449154874536002870,2020-06-17T00:00:00.000,Elena Marti,Grüne,Anjushka Früh,SP,Abgeschlossen,,
"Massnahmen zur Unterstützung des gesellschaftlichen, kulturellen und künstlerischen Lebens im Sommer 2020 im Rahmen von kurzfristigen Zwischennutzungen, durch Vereinfachung von Bewilligungsverfahren oder Möglichkeiten für das zusätzliche Bespielen öffentlicher Plätze",Schriftliche Anfrage,1fe0e7f06ee3424ba5e2378a80c82f0a,2020-06-17T00:00:00.000,Nicole Giger,SP,Zilla Roose,SP,Abgeschlossen,,
"Umgang mit Fehlverhalten und Regelverstössen der Polizei, mögliche interne Verfahren, Zuständigkeiten und Massnahmen bei Feststellung eines Fehlverhaltens sowie interne Aufarbeitung der Vorfälle und Publikation einer Statistik über die erfassten Disziplinarmassnahmen und Sanktionen",Schriftliche Anfrage,a8d75e987d7d4ebeb3722eaea159562e,2020-06-17T00:00:00.000,Sarah Breitenstein,SP,Pascal Lamprecht,SP,Abgeschlossen,,
"Vertretung der Geschlechter in den Leitungsgremien von Drittinstitutionen mit städtischer Beteiligung, Massnahmen zur Umsetzung einer angemessenen Vertretung im Rahmen der Richtlinien zum städtischen Beteiligungsmanagement",Schriftliche Anfrage,6bd191eebe924d768e96c893974e6dd4,2020-06-24T00:00:00.000,Renate Fischer,SP,Isabel Garcia,FDP,Abgeschlossen,,
Reduzierung der Unzufriedenheit unter den Mitarbeitenden in den Pflegeberufen und der damit verbundenen Fluktuation,Postulat,094be049654042028891889c632d3e90,2020-07-01T00:00:00.000,Elisabeth Schoch,FDP,Marion Schmid,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Einhaltung der gesetzlichen Vorgaben betreffend Arbeitsschutz, Arbeitsbedingungen, gesetzlichen Sozialabgaben und Lohngleichheit beim Abschluss von neuen Verträgen",Postulat,65ce6da57647412e89f7ac576aa941a3,2020-07-08T00:00:00.000,Matthias Renggli,SP,Natascha Wey,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Konzept mit Massnahmen und institutionalisierten Prozessen für eine konsequente Priorisierung des öffentlichen Verkehrs,Postulat,33014bf1d3da4df78920654ba6205685,2020-07-08T00:00:00.000,Simone Brander,SP,Markus Knauss,Grüne,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Unterstützung von «Libs – Industrielle Berufslehren der Schweiz» bei der Standortsuche in Oerlikon,Postulat,4c3a64e6b3c045a5bde9041353846562,2020-07-08T00:00:00.000,Nicole Giger,SP,Heidi Egger,SP,Abgeschlossen,Rückzug,Rückzug
Befreiung der Quartierstrassen vom Durchgangsverkehr,Postulat,53385942a4e44a0799832f634fead364,2020-07-08T00:00:00.000,Simone Brander,SP,Barbara Wiesmann,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Unterstützung der Gastronomie und der Kultur durch eine einmalige Abgabe eines Gutscheins an die Bewohnerinnen und Bewohner der Stadt,Postulat,43187817ce684915960a626722693a46,2020-07-08T00:00:00.000,Nicole Giger,SP,Marco Denoth,SP,Abgeschlossen,Rückzug,Rückzug
"Zahlen zum motorisierten Durchgangsverkehr und zum quartierfremden Verkehr, Messmethoden und Resultate zur Erhebung des Verkehrs und Angaben zum Ausgangspunkt und zum Zweck der Fahrten sowie Massnahmen zur Vermeidung des Durchgangsverkehrs in den Quartieren",Schriftliche Anfrage,ed85fcb984484fa0ad14dcd5de85e3b7,2020-07-08T00:00:00.000,Barbara Wiesmann,SP,Simone Brander,SP,Abgeschlossen,,
"Realisierung von Tempo 30 an der Klosbachstrasse, Resultate des Monitorings zur Tramlinie 8 und Zeitpunkt der Umsetzung des Lärmschutzes entlang dieser Tramlinie",Schriftliche Anfrage,60d14ff99e0f4846ad13028da87c4230,2020-07-08T00:00:00.000,Markus Knauss,Grüne,Simone Brander,SP,Abgeschlossen,,
Befreiung der bestehenden Fussgänger- und Begegnungszonen vom motorisierten Individualverkehr,Postulat,6e084cb979d14287be02b9528c3f1497,2020-07-08T00:00:00.000,Simone Brander,SP,Sven Sobernheim,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Rahmenkredit für Investitionsbeiträge und Fördermassnahmen an Start-ups, die der Klimakrise entgegenwirken oder einen gesellschaftlichen Mehrwert schaffen",Motion,24cc3715e2f043188d9dc6ee77c87fd5,2020-07-08T00:00:00.000,Barbara Wiesmann,SP,Marco Denoth,SP,Abgeschlossen,Umwandlung in Postulat,Überweisung
"Individualisierung und Flexibilisierung der Leistungseinkäufe sowie Vergabe von Aufträgen an Drittanbieter aus dem geschützten und regulären Arbeitsmarkt, Anpassung der Verordnung über die Bewilligung von Ausgaben für die Arbeitsintegration",Motion,7e9395ca6a6c4c6990264137641b7f98,2020-07-08T00:00:00.000,Markus Baumann,GLP,Nadia Huberson,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Gewährleistung der Freiheits- und Persönlichkeitsrechte von Menschen in der Langzeitpflege, Spitälern und anderen betreuten Institutionen auch in epidemischen Situationen",Postulat,a1e9ff5ccfca4c149976b4ac6353a585,2020-08-19T00:00:00.000,Marcel Savarioud,SP,Sofia Karakostas,SP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Restwassermengen im Gebiet der Kraftwerke Mittelbünden, grundsätzliche Haltung zu den Restwassermengen und Einhaltung der strengeren Vorgaben für Konzessionen nach 1992 sowie Kriterien und Vorgehen betreffend Sicherstellung von genügenden Wassermengen für Flora, Fauna und Wassersportler",Schriftliche Anfrage,a7c0023883934bfb8e2ae456b214ff13,2020-08-19T00:00:00.000,Marco Denoth,SP,Markus Kunz,Grüne,Abgeschlossen,,
"Geplanter Abriss des Restaurants Frieden in Affoltern, Stellenwert des Gebäudes aus Sicht des Denkmalschutzes und des Bundesinventars der schützenswerten Ortsbilder der Schweiz von nationaler Bedeutung (ISOS) und Gründe für den Verzicht auf die Erhaltung des Gebäudes sowie vorgesehene Ersatzangebote betreffend die soziokulturellen Funktionen für die Nutzenden",Schriftliche Anfrage,b5897be6cfdc455f9b207e1987672a28,2020-08-26T00:00:00.000,Heidi Egger,SP,Peter Anderegg,EVP,Abgeschlossen,,
"Anpassung der Zonierung und der entsprechenden Bestimmungen für das Geviert Eidmatt-, Neptun-, Hegibach- und Streulistrasse unter Berücksichtigung der Interessen des Bundesinventars der schützenswerten Ortsbilder der Schweiz von nationaler Bedeutung (ISOS) und der Auflagen des Entscheids des Verwaltungsgerichts",Motion,cef23a1cfe0f459699ef7510d4d8d373,2020-08-26T00:00:00.000,Marco Denoth,SP,Brigitte Fürer,Grüne,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Anpassung der Zonierung und der entsprechenden Bestimmungen für das Geviert Eidmatt-, Neptun-, Hegibach- und Streulistrasse unter Berücksichtigung der Interessen des Bundesinventars der schützenswerten Ortsbilder der Schweiz von nationaler Bedeutung (ISOS) und der Auflagen des Entscheids des Verwaltungsgerichts",Motion,cef23a1cfe0f459699ef7510d4d8d373,2020-08-26T00:00:00.000,Marco Denoth,SP,Brigitte Fürer,Grüne,InBearbeitung,"Überweisung, SK HBD/SE (Sachkommission Hochbaudepartement, Stadtentwicklung)",Überweisung
Realisierung eines Fusswegs durch das Hüslibachtobel als Verbindung zwischen der Schule Sihlweid und dem Kindergarten an der Hüslibachstrasse,Postulat,b0c7a3fd3e0a4dbfadbb2eb233ef7dd2,2020-09-02T00:00:00.000,Renate Fischer,SP,Martin Bürki,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
