Titel,Geschäftsart,ID,Datum,Erstunterzeichner,Partei Erstunterzeichner,Mitunterzeichner,Partei Mitunterzeichner,Geschäftsstatus,Entscheid,_entscheidbereinigt
Vergabe der gemeinnützigen Wohnungen an über 70-jährige Personen gemäss ihrem Bevölkerungsanteil,Postulat,0f5247693ead4af591ce4c84e99f55c7,2019-12-04T00:00:00.000,Elisabeth Schoch,FDP,Albert Leiser,FDP,Abgeschlossen,Ablehnung,Ablehnung
"Einführung einer subjektorientierten Subvention für punktuelle Entlastungsangebote im Pflege- und Betreuungsbereich für pflegebedürftige Menschen, die noch zu Hause leben",Motion,53b9219b91024e0fa651462b33ed87a8,2019-12-04T00:00:00.000,Marion Schmid,SP,Corina Ursprung,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Einforderung einer kontinuierlichen Erhöhung des Anteils an erneuerbaren Gasen im Rahmen der Vernehmlassung zum Gasversorgungsgesetz,Postulat,d5d251c9a3c541a0bee87fa8dc8622d4,2019-12-04T00:00:00.000,Guido Hüni,GLP,Sebastian Vogel,FDP,Abgeschlossen,Rückzug,Rückzug
Finanzielle Unterstützung für die Erdbebenopfer in Albanien im Rahmen der humanitären Hilfe,Postulat,9bd98be976984c65a0ac1caccaedc34f,2019-12-04T00:00:00.000,Përparim Avdili,FDP,Corina Ursprung,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Globalbudget Grün Stadt Zürich, Einführung einer Steuerungsgrösse betreffend Anteil Fremdaufträge für die Flächenbewirtschaftung",Globalbudgetantrag,f175227689b5431c91287d29a03ebcb0,2019-12-13T00:00:00.000,Roger Tognella,FDP,Sebastian Vogel,FDP,Abgeschlossen,Ablehnung,Ablehnung
Befristete Reduktion der Grundgebühren der Wasserversorgung um 50 Prozent,Motion,a96de1e9f01e467980fc4dac54b0f001,2020-01-15T00:00:00.000,Andreas Kirstein,AL,Albert Leiser,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Bericht betreffend einer strategischen Nutzung des Potentials der Kreislaufwirtschaft, unter Einbezug einer Stärkung des Wirtschaftsstandorts Zürich",Postulat,a3432b3eba51434db23f9c9e27e9d464,2020-01-15T00:00:00.000,Andri Silberschmidt,FDP,Sebastian Vogel,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Ablösung der Verkehrsregelungsanlagen, geplanter Zeitraum der Ersetzungen und Eckpunkte des Beschaffungs- und Umsetzungsprojekts sowie Vernetzung der Lichtsignalanlagen mit der übergeordneten Verkehrssteuerung und Nutzen der sich daraus ergebenden Daten",Schriftliche Anfrage,36b12034374f44bba7a2728dae3124d9,2020-01-15T00:00:00.000,Marcel Müller,FDP,Pascal Lamprecht,SP,Abgeschlossen,,
"Gewerbeparkkarte für Handwerksbetriebe, Kriterien für die Erteilung von Gewerbeparkkarten und Möglichkeiten für eine Neubeurteilung bei einer Verweigerung sowie Massnahmen für eine gewerbefreundlichere Ausgestaltung des Parkkartensystems auch hinsichtlich der Förderung von kleineren, energieeffizienteren Fahrzeugen",Schriftliche Anfrage,da14b049a97341dd91c1436f93b37999,2020-01-22T00:00:00.000,Andri Silberschmidt,FDP,Stephan Iten,SVP,Abgeschlossen,,
Flexibilisierung des Raumangebots und dessen Möblierung bei Neu- und Umbauten von Schulgebäuden und Betreuungseinrichtungen,Postulat,07f0664c683d422dbb360b6973a9eb92,2020-01-29T00:00:00.000,Dominique Zygmont,FDP,Yasmine Bourgeois,FDP,Abgeschlossen,Ablehnung,Ablehnung
Erstellung des zusätzlichen Eisfelds beim Sportzentrum Heuried,Postulat,98a94d58ce2242f8936b79cd5a14c87a,2020-02-05T00:00:00.000,Barbara Wiesmann,SP,Raphaël Tschanz,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Abschreibung für das Bettenhaus im Triemlispital, Hintergründe zum Zeitpunkt der Abschreibung und zum Prozess zur Festlegung der Abschreibungssumme sowie Darlegung des Projektplans zur Vorlage der Entscheidungsgrundlagen einer Eignerstrategie",Schriftliche Anfrage,feeafde28dd84fd6a7a66f6a0b1257c2,2020-02-05T00:00:00.000,Elisabeth Schoch,FDP,Corina Ursprung,FDP,Abgeschlossen,,
Überdachung der Ausfahrt des Ulmberg-Strassentunnels Richtung Enge beim nächsten Unterhaltszyklus,Postulat,6e99d1c7200a49af858ae926c1a63f18,2020-02-26T00:00:00.000,Urs Helfenstein,SP,Martin Bürki,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Einbindung von Betreuungspersonen in den Schulalltag der Kinder, mögliche Gefässe und Kostenfolgen für die Teilnahme von Betreuungspersonen am Unterricht einer Schulklasse sowie erwartete Vorteile für die Qualität der Bildung durch diese Unterrichtsbesuche",Schriftliche Anfrage,86d4e75109cd4d1b932514ca2992dc96,2020-02-26T00:00:00.000,Yasmine Bourgeois,FDP,Severin Pflüger,FDP,Abgeschlossen,,
Reduzierung der akustischen Emissionen beim nächtlichen Gleisunterhalt der VBZ,Postulat,f2905b421dbe4a258f57dbe462b2b384,2020-02-26T00:00:00.000,Andreas Egli,FDP,Dominique Zygmont,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Baugesuch des Vereins Stadionbrache für Ausstellungs-Container an der Hardturmstrasse, Hintergründe zur Bewilligung und dem nachträglich eingereichten Baugesuch",Schriftliche Anfrage,5725684e36ef425a86b99c3e70ff7d87,2020-03-04T00:00:00.000,Elisabeth Schoch,FDP,Stefan Urech,SVP,Abgeschlossen,,
"Einsatz von zivildienstleistenden Personen im Rahmen von Serviceleistungen der öffentlichen Hand, Angaben zu den Tätigkeiten, Einsatzdauern und den gesetzlichen Vorgaben sowie Gründe für einen Verzicht der Vergabe an Private",Schriftliche Anfrage,ee9e098dad7646a6b9ef107922a8f8d1,2020-05-06T00:00:00.000,Sebastian Vogel,FDP,Yasmine Bourgeois,FDP,Abgeschlossen,,
"Unterstützung von kleinen und mittleren Unternehmen (KMU), die besonders unter der Corona-Krise leiden, mit Mitteln der ZKB-Jubiläumsdividende oder aus der ordentlichen Gewinnausschüttung",Postulat,90022cd0762143b6989da169e24ac8bc,2020-05-06T00:00:00.000,Yasmine Bourgeois,FDP,Andreas Egli,FDP,Abgeschlossen,Ablehnung,Ablehnung
Temporäre Erhöhung der zulässigen Parkdauer für Kurzzeit-Parkplätze,Postulat,f326bfce7c144f5d9c24bf9ba1c9723e,2020-05-06T00:00:00.000,Andreas Egli,FDP,Përparim Avdili,FDP,Abgeschlossen,Ablehnung,Ablehnung
Erhalt der Parkierung auf dem bisherigen Kiesparkplatz der Baugenossenschaft Sunnige Hof,Postulat,8496e4e67087485f87482a72f7a62859,2020-05-13T00:00:00.000,Roger Tognella,FDP,Tobias Baggenstos,SVP,Abgeschlossen,Rückzug,Rückzug
"Konsolidierung aller Umweltschutzaktivitäten und Priorisierung der Massnahmen, die messbare CO2-Reduktionen erzielen",Postulat,10b28aafd5b349dca979d5bbd4f0fb2f,2020-05-13T00:00:00.000,Elisabeth Schoch,FDP,Sebastian Vogel,FDP,Abgeschlossen,Ablehnung,Ablehnung
Senkung der Mietgebühren von städtischen Räumen für Startups bis Ende Jahr,Postulat,c74c5bbf6e1343e297dc48fc6b9c2fea,2020-05-13T00:00:00.000,Alexander Brunner,FDP,Elisabeth Schoch,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Vereinfachung und Beschleunigung der Bewilligungsvorschriften für die Veranstaltung von Quartierfesten ab Ende August für das Jahr 2020 im öffentlichen Raum,Postulat,06120bb6bc794cca860150cf7e544b3c,2020-05-13T00:00:00.000,Alexander Brunner,FDP,Martin Bürki,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Kündigung eines Landteils für Parkplätze der Siedlungsgenossenschaft Sunnige Hof, Stellungnahme zur Kündigung dieses Grundstücks und zu der geplanten Ersatzmassnahme der Genossenschaft mit den damit verbundenen Änderungsverträgen für einzelne MieterInnen sowie möglicher Rückzug der Kündigung der bereits bestehenden Parkfläche",Schriftliche Anfrage,f65f36b9bef5490ca30e5d570d566bf9,2020-05-13T00:00:00.000,Roger Tognella,FDP,Roger Föhn,EVP,Abgeschlossen,,
"Budget und Personalbestand von Grün Stadt Zürich, Entwicklung in den Jahren 2018 bis 2020 und Gründe für den Ausbau des Personalbestandes sowie Kriterien für die Vergabe oder Nichtvergabe von Projekten und Arbeiten an private Dienstleister",Schriftliche Anfrage,329fe549d86a462483dd82b8a4c3ad35,2020-05-13T00:00:00.000,Elisabeth Schoch,FDP,Sebastian Vogel,FDP,Abgeschlossen,,
Verzicht auf das Gemeinderatsfest in dieser Legislaturperiode,Postulat,727f005bf1f2432b8b0ce364277fe0c6,2020-05-13T00:00:00.000,Michael Schmid,FDP,Andreas Kirstein,AL,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Erlass der Kosten für die Gebühren und städtischen Dienstleistungen für Veranstaltungen, die aufgrund der Corona-Situation abgesagt oder verschoben wurden",Postulat,55f18290c8f7475183fca028061791c5,2020-05-13T00:00:00.000,Dominique Zygmont,FDP,Pascal Lamprecht,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Statistische Darstellung der Anzahl berücksichtigter und nicht berücksichtigter Einwendungen in den Berichten zu den Einwendungen bei öffentlichen Planauflagen,Postulat,0fa9a715c5154046b5c000dfcf7234c6,2020-05-27T00:00:00.000,Stephan Iten,SVP,Yasmine Bourgeois,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Information zum Standort des geplanten neuen Asylzentrums der Asyl-Organisation (AOZ) in der Stadt,Schriftliche Anfrage,54dc4706abe14941b8a378b1e7847f27,2020-05-27T00:00:00.000,Christian Huser,FDP,Martin Götzl,SVP,Abgeschlossen,,
"Missstände in der Umgebung des Aemtlerschulhauses, ergriffene oder geplante Massnahmen zur Behebung dieser Missstände und Gründe für die nicht ausgesprochenen Arealverbote sowie mögliche Schritte zur Durchsetzung des Friedhof-Reglements auf dem Friedhof Sihlfeld",Schriftliche Anfrage,f0d7dc78ebaa4f2e9d3b17cbf65d3cc4,2020-05-27T00:00:00.000,Raphaël Tschanz,FDP,Mélissa Dufournet,FDP,Abgeschlossen,,
"Todesfälle im Zusammenhang mit Covid-19 in den Alters- und Pflegezentren, Angaben betreffend Sterbefälle, Covid-Stationen und den Schutzkonzepten in den Zentren und Gründe für die hohen Infektionszahlen sowie Beurteilung der internen und externen Kommunikation des Stadtrats und der Chefärztin des Geriatrischen Dienstes",Schriftliche Anfrage,75eb5dcaedd640dc8e975ebf06c009e9,2020-06-03T00:00:00.000,Elisabeth Schoch,FDP,Corina Ursprung,FDP,Abgeschlossen,,
Aktive Förderung von Homeoffice für städtische Mitarbeitende,Postulat,beb5ec2c9b9e429886e14471955fdb5c,2020-06-03T00:00:00.000,Përparim Avdili,FDP,Luca Maggi,Grüne,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Zeitlich begrenzte berufliche Grundbildungsmassnahmen zur Vorbeugung von Jugendarbeitslosigkeit,Postulat,32d5564fbb2f44e3bd4de01f6e9924ca,2020-06-17T00:00:00.000,Markus Baumann,GLP,Isabel Garcia,FDP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Antragsprüfung von Gastgewerbepatenten durch die Gewerbepolizei, Gründe für die Bearbeitungsfrist von mindestens vier Wochen und Angaben zum Bewilligungsprozess und den involvierten Amtsstellen sowie Massnahmen zur Digitalisierung des verwaltungsinternen Prozesses",Schriftliche Anfrage,9a7faa45876b4e199861efd4d088aeb8,2020-06-17T00:00:00.000,Dominique Zygmont,FDP,Andreas Egli,FDP,Abgeschlossen,,
"Vertretung der Geschlechter in den Leitungsgremien von Drittinstitutionen mit städtischer Beteiligung, Massnahmen zur Umsetzung einer angemessenen Vertretung im Rahmen der Richtlinien zum städtischen Beteiligungsmanagement",Schriftliche Anfrage,6bd191eebe924d768e96c893974e6dd4,2020-06-24T00:00:00.000,Renate Fischer,SP,Isabel Garcia,FDP,Abgeschlossen,,
Angaben über Kenntnisse der Stadtverwaltung betreffend leerstehende Liegenschaften oder Areale im Zusammenhang mit deren Besetzungen und mögliche Massnahmen zur Einschränkung dieser Informationen innerhalb der Verwaltung sowie Umgang mit möglichen Amtsgeheimnisverletzungen in diesem Kontext,Schriftliche Anfrage,a37250426e3f4920ae157127a1b7073f,2020-07-01T00:00:00.000,Yasmine Bourgeois,FDP,Albert Leiser,FDP,Abgeschlossen,,
"Umgang mit Demonstrationen von Critical Mass, Gründe für das unterschiedliche polizeiliche Vorgehen bei den Demonstrationen im Mai und Juni 2020 und Möglichkeiten für eine Durchführung in legalem Rahmen sowie Stellungnahme zum Vorwurf der strafrechtlichen Begünstigung oder sonstigen Verletzungen von Amtspflichten oder der Rechtsgleichheit",Schriftliche Anfrage,331103b554c3427d87cf2ae28986470e,2020-07-01T00:00:00.000,Andreas Egli,FDP,Yasmine Bourgeois,FDP,Abgeschlossen,,
Reduzierung der Unzufriedenheit unter den Mitarbeitenden in den Pflegeberufen und der damit verbundenen Fluktuation,Postulat,094be049654042028891889c632d3e90,2020-07-01T00:00:00.000,Elisabeth Schoch,FDP,Marion Schmid,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Kunststoffsammelversuch in den Quartieren Höngg und Schwamendingen durch ERZ, Angaben zum Auftraggeber und zu den Zielen Akzeptanz der Bevölkerung, Sammelqualität und den Entsorgungswegen sowie Finanzierung dieser Zusatzleistungen",Schriftliche Anfrage,90ff1f3513df45cf97f0ffe9c9c4bdee,2020-07-08T00:00:00.000,Sebastian Vogel,FDP,Elisabeth Schoch,FDP,Abgeschlossen,,
"Fakten zur Mobilität in der Stadt, Auswirkungen von Temporeduktionen, lärmarmen Belägen und Fahrzeugtyp auf den wahrgenommenen Lärm und Vergleich des Spitzenlärms einer Tramlinie mit einer mittelmässig befahrenen Strasse sowie Ergebnisse und Interpretation der Studie zu einer Wirkungsanalyse zu Tempo 30 und Faktoren für die Wahl eines Verkehrsmittels",Interpellation,cdc6def2b3b6476d8ddc77db6893f59a,2020-07-08T00:00:00.000,Martina Zürcher,FDP,Andreas Egli,FDP,Abgeschlossen,,
Bessere Gewichtung der Minderheitsmeinungen in der neu gestalteten Abstimmungszeitung,Postulat,57d5211a44b34953ab409a92283f56ab,2020-08-26T00:00:00.000,Martina Zürcher,FDP,Markus Merki,GLP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Realisierung eines Fusswegs durch das Hüslibachtobel als Verbindung zwischen der Schule Sihlweid und dem Kindergarten an der Hüslibachstrasse,Postulat,b0c7a3fd3e0a4dbfadbb2eb233ef7dd2,2020-09-02T00:00:00.000,Renate Fischer,SP,Martin Bürki,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Nutzung der bisherigen Aussenflächen und der nicht genutzten Innenflächen der Gastrounternehmen im Winter 2020/2021,Postulat,07bb2ca9161b46cca8be10cb254bafcb,2020-09-02T00:00:00.000,Martin Bürki,FDP,Sabine Koch,FDP,Abgeschlossen,Rückzug,Rückzug
"Ausgliederung der Stadtspitäler, Darlegung des aktuellen Projektplans und der Vor- und Nachteile einer Ausgliederung und der möglichen Rechtsformen sowie Sicherstellung von Entscheidungen, die in fachlicher und zeitlicher Hinsicht den Anforderungen an die Führung und die Aufsicht von Spitälern genügen",Interpellation,b1c2f8798e4142c0ae61270726ab419e,2020-09-02T00:00:00.000,Elisabeth Schoch,FDP,Corina Ursprung,FDP,Abgeschlossen,,
Schrittweise Umsetzung einer «Smart School»-Strategie für die Schulen der Stadt,Postulat,fea15777335f40c3a96675b988db6fc4,2020-09-09T00:00:00.000,Yasmine Bourgeois,FDP,Michael Schmid,FDP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Einrichtung einer Datenbank für das Hinterlegen von Patientenverfügungen mit Zugriff für die städtischen und privaten Gesundheitsdienste im Notfall,Postulat,cbca6d8f4ef64754892463d93c806613,2020-09-23T00:00:00.000,Guy Krayenbühl,GLP,Corina Ursprung,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Entfernung der Abstimmungs-Banner im öffentlichen Raum,Postulat,68386010907b4bc1affac2a75373ad02,2020-09-23T00:00:00.000,Martina Zürcher,FDP,Ernst Danner,EVP,Abgeschlossen,Ablehnung,Ablehnung
Erweiterung der Nutzungen auf dem Areal des Stadtspitals Triemli,Postulat,af99419972ff4b379dafbe66bb978fee,2020-09-23T00:00:00.000,Mélissa Dufournet,FDP,Raphaël Tschanz,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Realisierung eines Campus-Projekts auf dem Areal Triemli für digitale, medizinische Innovationen und den Transfer von Forschungsergebnissen in die klinische Praxis",Motion,d024c969e5594f35a8eb825cb0f85722,2020-09-23T00:00:00.000,Elisabeth Schoch,FDP,Corina Ursprung,FDP,Abgeschlossen,Umwandlung in Postulat,Überweisung
"Drogendelikte rund um den Marktplatz Oerlikon, Abklärungen und Massnahmen der städtischen Dienstabteilungen und der AOZ sowie registrierte Straftatbestände im Zusammenhang mit diesen Drogendelikten",Schriftliche Anfrage,788333e8f7784e3e95f6690f1a2ab237,2020-09-23T00:00:00.000,Martin Götzl,SVP,Christian Huser,FDP,Abgeschlossen,,
"Lärmemissionen und Delikte durch Jugendliche rund um die Kirche Fluntern und das Schulareal der Primarschule Fluntern, bisherige Massnahmen der Stadt zur Verbesserung der Situation, Erkenntnisse der Kontrollen durch die sip und die Polizei, mögliche Alternativen für einen geschützten Treffpunkt sowie rechtliche Möglichkeiten zur nachhaltigen Verbesserung der Situation",Schriftliche Anfrage,06bc19fb05e34850b112ae289c2feb71,2020-09-30T00:00:00.000,Cathrine Pauli,FDP,Dominique Zygmont,FDP,Abgeschlossen,,
"Prüfung einer Zusammenlegung der beiden städtischen Wohnbaustiftungen, Vorteile der heute separat operierenden Stiftungen, Varianten und Konsequenzen einer Zusammenlegung sowie mögliches Vorgehen zur Realisierung dieser Absicht",Schriftliche Anfrage,c7b2116aa57b4383b685b2a3d2288f2b,2020-09-30T00:00:00.000,Martina Zürcher,FDP,Hans Dellenbach,FDP,Abgeschlossen,,
Aufhebung von Halteverboten entlang von Tempo 30-Zonen ohne öffentlichen Verkehr,Postulat,377627bffd884fedae139102430ba6eb,2020-10-21T00:00:00.000,Martina Zürcher,FDP,Severin Pflüger,FDP,Abgeschlossen,Ablehnung,Ablehnung
"Gleichbehandlung von Suchterkrankungen und psychischen Erkrankungen gemäss einem Urteil des Bundesgerichts, Auswirkungen für die Stadt betreffend Überführung suchtkranker Personen von der wirtschaftlichen Sozialhilfe in die Invalidenversicherung sowie auf die Sozialen Dienste und den Bereich Ergänzungsleistungen",Schriftliche Anfrage,66600848b80a4b5796833c09bbc1ec77,2020-10-21T00:00:00.000,Mélissa Dufournet,FDP,Guy Krayenbühl,GLP,Abgeschlossen,,
"Nicht als Werbung deklarierte Beiträge und Kolumnen im Tagblatt, Zulässigkeit und Überprüfung des entsprechenden Redaktionsstatuts sowie Berechnung des Werbewerts einer Kolumne und Verrechnung des entgangenen Werbeerlöses",Schriftliche Anfrage,a8d9c869e6e347238b9df92fc4c04324,2020-10-21T00:00:00.000,Raphaël Tschanz,FDP,Mélissa Dufournet,FDP,Abgeschlossen,,
"Ausnahmen bei Halteverboten, Zulässigkeit von generellen Ausnahmen betreffend Zeitperiode und für «Züri Velos» im Besonderen sowie Durchsetzung des Verbots gegenüber anderen Velofahrenden, Verleihsystemen und den Logistikfahrzeugen von «Züri Velos»",Schriftliche Anfrage,747bcb97261d44f2b7d702867626bf54,2020-10-21T00:00:00.000,Severin Pflüger,FDP,Martina Zürcher,FDP,Abgeschlossen,,
"Elektromobilität in der Stadt, Beurteilung der Attraktivität der Infrastruktur für Elektrofahrzeuge und Strategie zur Unterstützung der Transformation zur Elektromobilität sowie Bereitschaft zur Ausrüstung einer gewissen Anzahl öffentlicher Parkplätze im Konzessionsverfahren mit Lademöglichkeiten",Interpellation,d2e483e552a94ec18788de8798733c2c,2020-10-28T00:00:00.000,Dominique Zygmont,FDP,Hans Dellenbach,FDP,Abgeschlossen,,
"Koordination der COVID-Kontrollen im Gastro- und Detailhandelsgewerbe, Aspekte, die vom Kanton und der Stadt kontrolliert werden und Art der Koordination, einheitliche Richtlinien für die Kontrolle und die Auslegung der Bestimmungen und Vermeidung von Doppelspurigkeiten",Schriftliche Anfrage,79d56b7455a540d3ac6f9f412af31058,2020-11-04T00:00:00.000,Martin Bürki,FDP,Nicole Giger,SP,Abgeschlossen,,
"Vorbereitung der Stadt auf mögliche Stresssituationen, Mittel, Spielraum und Verfügungsgewalt für verschiedene Stressszenarien und Werkzeuge für die Analyse und Simulierung von Stresssituationen und Verfügbarkeit dieser Informationen für die Öffentlichkeit sowie Einbezug relevanter Partner für die Entwicklung der Szenarien",Interpellation,11d2633e5a504e09843cfa27d7088d69,2020-11-04T00:00:00.000,Përparim Avdili,FDP,Frank Rühli,FDP,Abgeschlossen,,
Erhöhung des prozentualen Anteils an Schülerinnen und Schülern mit Zugang zu einem Schulgarten,Postulat,fec8a2136f324ee189a9032aad545a3a,2020-11-11T00:00:00.000,Isabel Garcia,FDP,Sebastian Vogel,FDP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Vollständige Untertunnelung der Bucheggstrasse zwischen Wehntalerstrasse und Bucheggplatz,Postulat,7eb72505a56d4a6eb8e706c2de994e94,2020-11-11T00:00:00.000,Sebastian Vogel,FDP,Hans Dellenbach,FDP,Abgeschlossen,Ablehnung,Ablehnung
Strategie für den Bereich Kunststoff-Sammlung und Plastik-Recycling in verstärkter Zusammenarbeit mit privaten Anbietern,Postulat,827b5495d75848dd8109584727b51769,2020-11-18T00:00:00.000,Sebastian Vogel,FDP,Elisabeth Schoch,FDP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Situation von Kitas und Tagesfamilienorganisationen als Folge der 2. Welle der Corona-Pandemie, Angaben zur aktuellen personellen und finanziellen Situation, Möglichkeiten zur Unterstützung der Kitas und Folgen bei personellen Engpässen sowie Szenarien zur Unterstützung der Trägerschaften",Schriftliche Anfrage,ca396c9cdffd49ed9dfd926ddb7fa00c,2020-11-18T00:00:00.000,Walter Angst,AL,Alexander Brunner,FDP,Abgeschlossen,,
Nutzung der CO2-Fo¨rdergelder der Stiftung Klimaschutz und CO2-Kompensation (KliK) und Verwendung dieser Gelder als «Anschubfinanzierung» für weitere stadteigene Projekte zur Vermeidung von CO2-Ausstoss,Motion,7d47a40de52b41b0bdf39fe943b04e42,2020-11-18T00:00:00.000,Sebastian Vogel,FDP,Frank Rühli,FDP,Abgeschlossen,Rückzug,Rückzug
Ausrichtung der Öffnungszeiten für das Drogen-Checking auf die städtischen «Ausgangs-Rush-Hours»,Postulat,9804973e53ed42e689b8b081063e82ec,2020-11-25T00:00:00.000,Marcel Müller,FDP,Marco Geissbühler,SP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Neuorganisierung des Verkehrs zwischen Bellevue und Bürkliplatz beim nächsten Unterhaltszyklus,Postulat,46b5dadefbbd4c9d8113eb433f1b3982,2020-12-02T00:00:00.000,Martin Bürki,FDP,Urs Helfenstein,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Bericht betreffend Strategie für eine effiziente und kundenfreundliche City-Logistik,Postulat,a6ce568b24a7498eabfa185e30f9cd33,2020-12-02T00:00:00.000,Pascal Lamprecht,SP,Dominique Zygmont,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Darlehen an den Verein «Traglufthallen Frauental»,Postulat,76de5f1c25e3403baf61182318453855,2020-12-02T00:00:00.000,Urs Helfenstein,SP,Yasmine Bourgeois,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Pilotprojekte zur lärmdämmenden Gestaltung des öffentlichen Raums in Bezug auf das Nachtleben,Postulat,8a1ca97bd8c04740865e1c4d7dbac2ab,2020-12-09T00:00:00.000,Alan David Sangines,SP,Martin Bürki,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Corona-Hilfspaket für das lokale Gewerbe betreffend Ausrichtung von Mietzinsbeiträgen für Geschäftsräume unter gewissen Bedingungen,Postulat,0c0153f8410745caa3b7095dc0fd7011,2020-12-09T00:00:00.000,Walter Angst,AL,Albert Leiser,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Grossbaustelle Hochschulgebiet Zürich Zentrum (HGZZ), Mobilitätskonzept für einen reibungslosen Verkehrsfluss aller Verkehrsteilnehmenden und zum Schutz der Anwohnenden vor Schleichverkehr und Emissionen",Postulat,43ba8c3318f54919ac20abd7c0c5f737,2021-01-06T00:00:00.000,Cathrine Pauli,FDP,Sofia Karakostas,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Subsidiäre Ergänzung der vom Bund und Kanton nur teilweise gedeckten Ertragsausfälle der Kitas während des Lockdowns im Frühling,Postulat,f322b40c52fc459695cf19577da71dfb,2021-01-06T00:00:00.000,Res Marti,Grüne,Alexander Brunner,FDP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"PHÄNOMENA 2023, mögliche Mitfinanzierung und Unterstützung der Ausstellung sowie Stellungnahme zum Standort Allmend und zu möglichen Alternativstandorten",Schriftliche Anfrage,a918ea5c5dc049aebbfc07523318b3c0,2021-01-06T00:00:00.000,Marco Denoth,SP,Severin Pflüger,FDP,Abgeschlossen,,
Einführung von anonymisierten Bewerbungsverfahren im Rahmen eines mehrjährigen Pilotprojekts,Postulat,bb35f1998a9043fe90b85ee86e00650d,2021-01-06T00:00:00.000,Isabel Garcia,FDP,Përparim Avdili,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Städtische Vertretungen bei den Zürcher Wohnbaugenossenschaften, Rechte und Pflichten der Vertretungen, Meldepflicht bei Missständen und Missbräuchen, Sanktionsmöglichkeiten gegenüber den Genossenschaften und Umgang mit Interessenkonflikten sowie mögliche Anpassungen der Aufsichtspflichten, der Strukturen und der rechtlichen Grundlagen",Schriftliche Anfrage,3335168f2fa84138bf0170d4f114416f,2021-01-13T00:00:00.000,Alexander Brunner,FDP,Dominique Zygmont,FDP,Abgeschlossen,,
"Weltweite «Städte-Rankings», Art der Beteiligung des Stadtrats bei der Erstellung dieser Rankings und Einfluss der Resultate auf die strategische Planung sowie mögliche Reaktion auf die schlechteren Ranking-Resultate",Interpellation,660b54d93cdf4043ad52c275c87f71eb,2021-01-13T00:00:00.000,Frank Rühli,FDP,Sebastian Vogel,FDP,Abgeschlossen,,
"Zusammenarbeit mit den forschungsorientierten Institutionen in einer Stadt, heutiger strukturierter Dialog mit den wichtigsten forschungsorientierten Partnern und Möglichkeit zur Verbesserung der Bedingungen mittels eines «City Science Officers» sowie Bezeichnung der grössten Herausforderungen für die langfristige Planung von städtebaulich und forschungsfreundlichen Projekten",Schriftliche Anfrage,9407ba4c52ae49939db5beffaf9352fc,2021-01-13T00:00:00.000,Frank Rühli,FDP,Yasmine Bourgeois,FDP,Abgeschlossen,,
Rückzug der Weisung 2020/477 betreffend Rahmenkredit für die Einführung einer Züri City-Card und Abschreibung der entsprechenden Motion,Postulat,48307eacab4442cd823a6e99db7921d8,2021-01-20T00:00:00.000,Yasmine Bourgeois,FDP,Mélissa Dufournet,FDP,Abgeschlossen,Rückzug,Rückzug
